id,repo_id,label,url,message,new_message1,authorEmail,commitDate
3269,2,0,https://github.com/apache/dubbo/commit/c65b589fc2b5cebed0138386f8e62e3c2528691e,cambiar el nombre de dubbo-ops a dubbo-admin (#3628),cambie el nombre de dubbo-ops a dubbo-admin ( <pr_link> ),desarrollador82,2019-03-11T04:13:39Z
3272,2,3,https://github.com/apache/dubbo/commit/2245cf70bc89c229a387fd9aa59339bdb947f8d6,Introduzca ProtocolServer para distinguirlo de RemotingServer,Introduzca <nombre_archivo> para distinguirlo de <iden>,desarrolladorr3,2019-08-09T02:36:28Z
3274,2,3,https://github.com/apache/dubbo/commit/bdaacbc17d8f189c4ebbb34129883e1d0552dfcf,delegado de primavera para arrancar.,delegado de primavera para arrancar.,desarrolladorr3,2019-08-09T07:31:07Z
3282,2,0,https://github.com/apache/dubbo/commit/b4afeb982b943ca8c6bbd261302a9e161c2e98a9,"seguimiento para pr#4339, eliminar el espacio (#4591)","haga seguimiento de pr#4339, elimine el espacio ( <pr_link> )",desarrollador10,2019-07-18T01:44:03z
3304,2,0,https://github.com/apache/dubbo/commit/c18b1cfb465181b0a446eb37cb12e5a4eab1d617,Revierta el código para evitar NPE en el cable RPC después de que se borren los proveedores.,Revierta el código para evitar NPE en el cable RPC después de que se borren los proveedores.,desarrolladorr3,2018-12-27T07:41:02Z
3318,2,3,https://github.com/apache/dubbo/commit/c4e9b9de2dd96b2cc13816b08662f1235463070e,revertir el enrutador de una ruta en capas a una ruta plana: <enter> /router/condition -> router-codition,revertir el enrutador de una ruta en capas a una ruta plana: <enter> /router/condition -> router-codition,desarrolladorr3,2019-01-09T06:00:49Z
3338,2,0,https://github.com/apache/dubbo/commit/737f7a7ea67832d7f17517326fb2491d0a086dd7,agregue jdk11 a travis ci (#2487) <enter> <enter> * agregue jdk11 a travis ci <enter> * actualice .travis.yml <enter> * actualice jacoco para que admita jdk11,agregue jdk11 a travis ci ( <pr_link> ) <enter> * agregue jdk11 a travis ci * actualice <file_name> * actualice jacoco para que admita jdk11,desarrollador101,2018-09-14T16:32:11Z
3345,2,0,https://github.com/apache/dubbo/commit/fba25d271fe4672a5dceef288f4e1cf2ea923521,mover isMetaMethod a MethodUtils (#4387),mover <iden> a <nombre_archivo> ( <pr_link> ),desarrollador96,2019-07-17T02:45:59Z
3354,2,2,https://github.com/apache/dubbo/commit/a66784ae12123dbc706e63452fbde74763fc848a,arreglar UT,arreglar <iden>,desarrolladorr3,2019-01-07T13:10:27Z
3357,2,2,https://github.com/apache/dubbo/commit/2e660dfef7282b43bc58113df39e61b7a79bdf0e,Dubbo-3473 Reparar recursos no cerrados correctamente (#3474),Dubbo-3473 Reparar recursos no cerrados correctamente (<pr_link>),desarrollador271,2019-03-07T10:08:55Z
3382,2,3,https://github.com/apache/dubbo/commit/8c2f34e5cf0953905c64e3ff74907cf9b6ed6df2,Actualice la dependencia de maven a la última versión,Actualice la dependencia de maven a la última versión,desarrolladorr3,2018-09-11T10:22:26Z
3406,2,0,https://github.com/apache/dubbo/commit/e5fe041812285869d5ab73516dd424338473bcf2,eliminar tomcat-embed-logging-juli (#4430) <enter> <enter> corrige #4400,eliminar tomcat-embed-logging-juli ( <pr_link> ) <enter> corrige <issue_link>,desarrollador20,2019-07-02T03:09:01Z
3409,2,0,https://github.com/apache/dubbo/commit/9897aa3d7273e3eb96910cfdc09709a77cae50b0,"eliminar el caché de appConfigs para admitir un servicio/referencia registrado más de una vez (si los usuarios no agregan una identificación explícita, el caché no puede funcionar correctamente)","eliminar la caché <iden> para admitir un servicio/referencia registrado más de una vez (si los usuarios no agregan una identificación explícita, la caché no puede funcionar correctamente)",desarrolladorr3,2018-12-24T06:49:22Z
3411,2,0,https://github.com/apache/dubbo/commit/038e87e69196613409722fc03e2f9737ea7b190c,estilo de código de formato (#2475),estilo de código de formato ( <pr_link> ),desarrollador320,2018-09-11T04:54:46Z
3412,2,2,https://github.com/apache/dubbo/commit/8f7b0c35938f12db8b075db87f9eeefb26c951d2,"Corrige #3367, no se puede analizar el texto de configuración con espacios en blanco (#3589)","Corrige <issue_link>, no se puede analizar el texto de configuración con espacios en blanco (<pr_link>).",desarrolladorr3,2019-03-04T16:40:14Z
3417,2,3,https://github.com/apache/dubbo/commit/96dffe353ef3c9cdf938bf81d38fd9f19cd17f1a,establecer todas las reglas del enrutador habilitadas de forma predeterminada,establecer todas las reglas del enrutador habilitadas de forma predeterminada,desarrolladorr3,2018-12-24T06:47:51Z
3445,2,0,https://github.com/apache/dubbo/commit/2497dcf1924335071d2e0f2339fa8ab4a3c34b71,hacer que la clave de metadatos contenga: cuando la versión y el grupo están vacíos (#4465),hacer que la clave de metadatos contenga: cuando la versión y el grupo están vacíos (<pr_link>),desarrollador20,2019-07-04T09:23:26Z
3446,2,2,https://github.com/apache/dubbo/commit/18773aa4d0925693839be7f53c0eee27697ebc1d,arreglar la configuración de qos no puede funcionar después de agregar soporte de estilo 'qos-enable' (#4378) <enter> <enter> corrige #4377,arreglar la configuración de qos no puede funcionar después de agregar soporte de estilo 'qos-enable' ( <pr_link> ) <enter> corrige <issue_link>,desarrollador20,2019-06-25T07:52:54Z
3452,2,0,https://github.com/apache/dubbo/commit/789775b3ae35d673028dd99e5251e92334ff14c3,Cambie CopyOnWriteArrayList a la lista normal en DubboProtocol (#4056),Cambie <iden> a la lista normal en <file_name> ( <pr_link> ),desarrollador335,2019-05-15T03:05:48Z
3457,2,0,https://github.com/apache/dubbo/commit/df219f36aa27f6fd11c33a73af407b9e009485a7,mejorar el gancho de cierre en el resorte (#3008),mejorar el gancho de apagado en primavera ( <pr_link> ),desarrollador10,2018-12-18T13:37:57Z
3462,2,1,https://github.com/apache/dubbo/commit/8056746f89d4e725d0b2184a46ea9e8be6980cc2,cambios extraños en la demostración,cambios extraños en la demostración,desarrolladorr3,2019-01-03: 37: 48Z
3478,2,0,https://github.com/apache/dubbo/commit/81e61cc5c3d83b716ca2e712ccdc444c0fff208a,elimine la verificación nula innecesaria antes de la instancia de (#4321) <ingresar> <ingresar> Firmado por: jimin.jm <develope97>,eliminar verificación nula innecesaria antes de la instancia de ( <pr_link> ) <enter> >,desarrollador97,2019-06-19T23:01:24Z
3479,2,3,https://github.com/apache/dubbo/commit/c509f1b1fe7cf0327174022594c2afce16e6d84c,Verifique la instancia de configuración en ConfigManager antes de crear una nueva.,Verifique la instancia de configuración en <nombre_archivo> antes de crear una nueva.,desarrolladorr3,2019-01-03T05:30:28Z
3486,2,3,https://github.com/apache/dubbo/commit/66fbb3c3bb7af4fe092722c0ce3f5d73dbd16d6f,Optimización de la configuración. <enter> 1. agregar ConfigManager <enter> 2. Referencia/servicio mantener referencia de ConfigCenterConfig <enter> 3. cambiar de-spring a include-spring-env,Optimización de la configuración.  <enter> 1. agregar <file_name> 2. <iden> mantener la referencia de <file_name> 3. cambiar de-spring a include-spring-env,desarrolladorr3,2019-01-02T14:01:16z
3497,2,0,https://github.com/apache/dubbo/commit/3bdc316511f9b5e2093875f7ded3f7da791edab7,reemplace Random con ThreadLocalRandom (#2433),reemplace <iden> con <iden> ( <pr_link> ),desarrollador337,2018-09-05T03:31:52Z
3519,2,0,https://github.com/apache/dubbo/commit/a5faea2232cc306d4243513038afdaac06f83497,"hacer que el balance de carga sea robusto, agregar comentarios (#2962)","haga que el equilibrio de carga sea robusto, agregue comentarios ( <pr_link> )",desarrollador323,2018-12-17T07:51:21Z
3523,2,3,https://github.com/apache/dubbo/commit/5b1b14de1ba3cd86f6494fb12d51085b264b3ec3,establezca el estado del registro en verdadero después de volver a exportar,establezca el estado del registro en verdadero después de volver a exportar,desarrolladorr3,2018-12-18T11:55:20Z
3528,2,0,https://github.com/apache/dubbo/commit/9396ace4fc00ca8f2e331b49ddabcb1e138e9e1c,Corregir error tipográfico (#3110),corregir error tipográfico (<pr_link>),desarrollador82,2019-01-01T06:10:08z
3544,2,0,https://github.com/apache/dubbo/commit/b5408b752631644d5934971f4ba11d165c776536,soporte para identificador de excepción de onResponse o onError (#4401) <enter> <enter> corrección #4401,admite identificador de excepción de <iden> o <iden> ( <pr_link> ) <enter> corrige <pr_link>,desarrolladorr3,2019-06-28T07:39:56Z
3553,2,2,https://github.com/apache/dubbo/commit/f720ccb965d490e6cc328af8d3e9820cb6eaf8f7,Arregla estos Travis (#33),Fix para viajar con (<pr_link>),desarrollador50,2018-08-23T08:37:08Z
3557,2,0,https://github.com/apache/dubbo/commit/368a59ed8560e36de7255231297a39fc194b60bf,Liberar recurso después de su uso en ConfigParserTest (#2905),Liberar recurso después de su uso en <file_name> ( <pr_link> ),desarrollador81,2018-12-10T09:44:03Z
3560,2,0,https://github.com/apache/dubbo/commit/27789cef6b3bf04ffa60140a4fdd3eaaf0358214,Disminución duplicada para ExecuteLimitFilter onError (#4380),disminución duplicada para <file_name> <iden> ( <pr_link> ),desarrolladorr3,2019-06-27T03:14:13Z
3565,2,0,https://github.com/apache/dubbo/commit/d5c517607b5bb5360c56b8d619799b2795594040,puerto #3568 en el troncal principal (#3993) <enter> <enter> corrige #3991,puerto <pr_link> al troncal principal ( <pr_link> ) <enter> corrige <issue_link>,desarrollador10,2019-05-10T05:01:06Z
3593,2,0,https://github.com/apache/dubbo/commit/f2bed88616b644d87f939f002be426c1fa3718bc,Proporcionar versiones binarias más significativas. (#3987) <enter> <enter> corrige #2491,Proporcionar versiones binarias más significativas. ( <pr_link> ) <enter> corrige <issue_link>,desarrollador10,2019-05-08T02:51:05Z
3595,2,3,https://github.com/apache/dubbo/commit/5a9406c66d0ae1aabc1a83c1821f070ec823aa8b,modificar el almacén de metadatos de sincronización a asíncrona,modificar el almacén de metadatos de sincronización a asíncrona,desarrollador20,2018-12-05T06:24:35Z
3597,2,2,https://github.com/apache/dubbo/commit/813fed53e8da58beb48bae9ed602f133abb3f747,[Mejora]: Protocolo de descanso (#3480),[Mejora]: <nombre_archivo> ( <pr_link> ),desarrollador82,2019-02-17T05:51:12Z
3606,2,2,https://github.com/apache/dubbo/commit/7473662275afe8003a8208c1526bc662a2a8ac9d,la regla de anulación a nivel de aplicación solo debe generar una URL,la regla de anulación a nivel de aplicación solo debe generar una URL,desarrolladorr3,2018-12-03T11:15:11Z
3609,2,2,https://github.com/apache/dubbo/commit/6f6ef6c9f2100e6d9a69c0337601d766f5587dea,[dubbo-2766] soluciona el error del método isMatch de InvokeTelnetHandler (#2787),[dubbo-2766] corrige el error del método <iden> de <file_name> ( <pr_link> <enter> ),desarrollador119,2018-12-11T07:02:18Z
3625,2,0,https://github.com/apache/dubbo/commit/bd6e5f101ba5ddaa6bd4f153d694bf7dcf0c19d0,Error de comentario de clase (#3481),Error de comentario de clase ( <pr_link> ),desarrollador123,2019-02-15T03:29:56Z
3626,2,0,https://github.com/apache/dubbo/commit/c98abb2f95d90bffb3ee40690c2a290f62905c63,usar revisión en pom.xml (#3980),usar revisión en <file_name> ( <pr_link> ),desarrollador59,2019-05-05T10:32:34Z
3627,2,2,https://github.com/apache/dubbo/commit/14d1f97ae80a35fe65d9fced488a1fd8bac4f822,optimizar la API de configuración dinámica,optimizar la API <nombre_archivo>,desarrolladorr3,2018-11-29T09:05:05Z
3632,2,0,https://github.com/apache/dubbo/commit/b30bddb464344bdefad4034d06ed1ddba5d00aef,cambie de CopyOnWriteArrayList a la lista normal para evitar posibles UnsupportedOperationException (#3978) <enter> <enter> Correcciones #3242,cambie de <iden> a la lista normal para evitar posibles UnsupportedOperationException ( <pr_link> ) <enter> Correcciones <issue_link>,desarrollador10,2019-05-05T09:07:30Z
3645,2,0,https://github.com/apache/dubbo/commit/cad253a0d745204c617df007cd8239305a53173f,método de extracción para almacenar en caché el nombre de la extensión predeterminada (#3456),método de extracción para almacenar en caché el nombre de la extensión predeterminada ( <pr_link> ),desarrollador85,2019-02-13T02:48:19Z
3652,2,2,https://github.com/apache/dubbo/commit/23f0e52486e21ff8af15820fb9274ce93570b86c,corregir NPE cuando no hay oyentes registrados para la clave,corregir NPE cuando no hay oyentes registrados para la clave,desarrolladorr3,2018-11-29T05:05:21Z
3656,2,3,https://github.com/apache/dubbo/commit/d39343e8b4ab6045a9c6580071553f1aaf37b507,ajustar la dependencia del cuidador del zoológico,ajustar la dependencia del cuidador del zoológico,desarrolladorr3,2018-11-28T11:36:50Z
3662,2,2,https://github.com/apache/dubbo/commit/e35084015b6af5b39fe8dca279202e81d59ce082,corregir el nombre del método y los reintentos en FailoverClusterInvoker (#2145),corrige <iden> y reintenta en <file_name> ( <pr_link> ),desarrollador243,2018-08-09T09:58:10Z
3665,2,0,https://github.com/apache/dubbo/commit/3a05378a2f9f1d183c33882c585a9d2a90445ef8,Simplemente etiquetar enrutador (#2924),Simplemente <nombre_archivo> ( <pr_link> ),desarrollador106,2018-12-10T03:25:22Z
3716,2,0,https://github.com/apache/dubbo/commit/793bf8244411c33b675e08f1499122bc82654d44,Comprobación defensiva para resolver el problema n.° 3923 (n.° 3931),Comprobación defensiva para resolver el problema <issue_link> ( <pr_link> ),desarrollador10,2019-04-26T06:01:23Z
3722,2,0,https://github.com/apache/dubbo/commit/6140bc2a653cc3066d15ceeff5a3f06962fb32ad,"Solucione el problema concurrente del centro de configuración del cuidador del zoológico, espere para comenzar hasta que el caché esté completamente lleno.","Solucione el problema concurrente del centro de configuración del cuidador del zoológico, espere para comenzar hasta que el caché esté completamente lleno.",desarrolladorr3,2018-11-21T06:40:03Z
3726,2,2,https://github.com/apache/dubbo/commit/9f02b97ee00b80ffdb501d8fd48c794e88388d32,Corregir error del configurador,Corregir error del configurador,desarrolladorr3,2018-12-21T06:38:40z
3738,2,0,https://github.com/apache/dubbo/commit/b09a150d3d54590c2203d5c7da25ff925a9521dc,polaco pom.xml (eliminar perfil de prueba y argumentos jvm permSize) (#3407),polaco <nombre_archivo> (eliminar perfil de prueba y argumentos jvm permSize) (<pr_link>),desarrollador52,2019-01-31T09:40:07Z
3750,2,0,https://github.com/apache/dubbo/commit/3a5f9054fa60d7cdb13034290dcbffddecff669d,Ignore los archivos relacionados con aplanar. (#3885),Ignore los archivos relacionados con aplanar. (<pr_enlace>),desarrolladorr3,2019-04-18T02:51:41Z
3752,2,3,https://github.com/apache/dubbo/commit/0aebefec3d4653c5144e4e68e77049d7b1198b1d,modificar informe de metadatos del consumidor: tipo de parámetro de cadena a mapa,modificar consumidor <nombre_archivo>: tipo de parámetro de cadena a mapa,desarrollador20,2018-11-20T02:00:11Z
3766,2,0,https://github.com/apache/dubbo/commit/93a8ee0789e46ab3f8721ecd7df33b4c84df1a91,mover la construcción de ConfigChangeEvent fuera de la expresión lambda (#3398),mover la construcción de <iden> fuera de la expresión lambda ( <pr_link> <enter> <pr_link> ),desarrollador85,2019-01-31T03:22:20Z
3777,2,3,https://github.com/apache/dubbo/commit/453e323b4b955505b9c3ef10340f55ab8a3ca4a0,ignorar el parámetro (excluir = verdadero).,ignorar el parámetro (excluir = verdadero).,desarrolladorr3,2018-11-15T09:58:54Z
3781,2,3,https://github.com/apache/dubbo/commit/a3f9a541c5752d449b38f360b1bcb6ae0876cd37,cambiar el nivel de registro a información,cambiar el nivel de registro a información,desarrolladorr3,2018-11-15T09:35:50Z
3783,2,0,https://github.com/apache/dubbo/commit/38a65115a5bff24dd6c8dc78eb7655443be84a69,voto de oschina (#2786),voto de oschina ( <pr_link> ),desarrollador10,2018-11-14T09:29:19Z
3786,2,2,https://github.com/apache/dubbo/commit/84d355fb1b553c7c5f01357069b13d434f60e53c,regla de código (#3651),regla de código ( <pr_link> ),desarrollador336,2019-04-12T03:37:03Z
3790,2,3,https://github.com/apache/dubbo/commit/5f0d8c8b370404e179852b8b7c49880b2fc3ed51,cambiar cómo se recupera la instancia de DynamicConfiguration.,cambie cómo se recupera la instancia <iden>.,desarrolladorr3,2018-11-15T06:54:07Z
3801,2,0,https://github.com/apache/dubbo/commit/a7cf7373863498b2b01a560a3fe0cca78ad53f0a,agregar regla de estilo de verificación para verificar el orden de importación (#2745),agregue la regla <file_name> para verificar el orden de importación (<pr_link>),desarrollador52,2018-11-08T03:44:46Z
3812,2,2,https://github.com/apache/dubbo/commit/bdfc5007fa5cad80d22b5c0422e55c1fcb745dc4,Reparar NPE en TagRouter,Reparar NPE en <nombre_archivo>,desarrolladorr3,2018-11-13T06:04:42Z
3817,2,0,https://github.com/apache/dubbo/commit/7f262f960b830db3b80d35451f259430ae56b1c8,simplificar el juicio vacío del mapa (#3376),simplificar el juicio vacío del mapa (<pr_link>),desarrollador133,2019-01-29T05:38:51Z
3819,2,2,https://github.com/apache/dubbo/commit/d8db928d0a080767fe7ad4a3398d17ec39ec9614,solución: dubbo.properties no puede funcionar en MetadataReportConfig,solución: dubbo.properties no puede funcionar en <iden>,desarrollador20,2018-11-08T10:31:15Z
3827,2,3,https://github.com/apache/dubbo/commit/e2f664f003a74a476aacc6424e34f6303e143dbe,estado de inicio de registro.,estado de inicio de registro.,desarrolladorr3,2018-11-12T07:24:17Z
3840,2,0,https://github.com/apache/dubbo/commit/4097405882e2d04b206a992ef685f8a312224a19,Agregue soporte para anotaciones de primavera para ConfigCenter.,Agregue soporte para anotaciones de primavera para <iden>.,desarrolladorr3,2018-11-06T06:22:07Z
3841,2,0,https://github.com/apache/dubbo/commit/16f7a1efe95abed080081fbdbcf18bc9ec472b1b,Cierre todos los servidores/puertos una vez finalizadas las pruebas (#2741),Cierre todos los servidores/puertos después de finalizar las pruebas ( <pr_link> ),desarrollador327,2018-11-06T09:06:10Z
3852,2,0,https://github.com/apache/dubbo/commit/505d15576cc90de4ed4b9b767c86663ad12697a3,mejorar comentarios (#2735),mejorar comentarios ( <pr_link> ),desarrollador10,2018-11-05T05:47:23Z
3853,2,0,https://github.com/apache/dubbo/commit/53644f70aeb269345121dd46e74a6490dbd223db,#2072: necesito javadoc y artículos para usar anotaciones de primavera. (#2076),<issue_link>: necesita javadoc y artículos para usar anotaciones de primavera. (<pr_enlace>),desarrollador10,2018-07-13T23:20:41Z
3855,2,3,https://github.com/apache/dubbo/commit/90a913433ff1f2588976fbc4163ba7e9cb58f143,fusionar metadatos de desarrollo desde upstream y refactorizar zk store,fusionar metadatos de desarrollo desde upstream y refactorizar zk store,desarrollador20,2018-11-05T07:53:43Z
3858,2,2,https://github.com/apache/dubbo/commit/2300fca22f4534b11ecaed3a7ba4e5a8de82773f,Error de nombre de paquete (#3354),Error de nombre de paquete ( <pr_link> ),desarrollador226,2019-01-26T14:21:39Z
3859,2,0,https://github.com/apache/dubbo/commit/4dc0612cb64eae2afe2ac0493d44723769556326,Actualizar README.md (#3808) <enter> <enter> agregar anotación @Override,Actualizar README.md ( <pr_link> ) <enter> agregar anotación @override,desarrollador330,2019-04-05T10:20:51Z
3864,2,0,https://github.com/apache/dubbo/commit/c8cf56bb75a9eda4aef8a649acfbb639e9ff9e1f,Habilitar prueba de informe de metadatos de Zookeeper (#3360),Habilitar <nombre_archivo> ( <pr_link> ),desarrollador81,2019-01-26T14:14:55Z
3868,2,0,https://github.com/apache/dubbo/commit/c21cc05ec9ff4f96f34af9027714bb525cd0edf5,reemplace ServiceAnnotationBeanPostProcessor log.isInfoEnabled->log.isWarnEnabled (#2712) <enter> <enter> simplifique el segmento de código ExtensionLoader,reemplazar <nombre_archivo> log.isInfoEnabled->log.isWarnEnabled ( <pr_link> ) <enter> simplificar el segmento de código <nombre_archivo>,desarrollador140,2018-10-31T03:29:54Z
3872,2,0,https://github.com/apache/dubbo/commit/e6e66894cb1dd94b8aeea4b69c4fd441b154436f,"Cambios en la demostración, con fines de prueba.","Cambios en la demostración, con fines de prueba.",desarrolladorr3,2018-10-30T10:14:45Z
3877,2,0,https://github.com/apache/dubbo/commit/93b1cf014af7cce13f12816ab7114881765d4471,"Mueva UT en config-api para arrancar temporalmente, para resolver el problema de dependencia irrazonable entre módulos. Para una ejecución a largo plazo, debemos refactorizar el módulo config-api para evitar que dependa de otros módulos.","Mueva <iden> en config-api para arrancar temporalmente, para resolver el problema de dependencia irrazonable entre módulos. Para una ejecución a largo plazo, debemos refactorizar el módulo config-api para evitar que dependa de otros módulos.",desarrolladorr3,2018-10-30T10:14:20Z
3884,2,0,https://github.com/apache/dubbo/commit/c13809fa5dab74cc11cdc549de7293d27581116e,"Agregue la sección ""¿Cómo puedo contribuir?"".","Agregue la sección ""¿Cómo puedo contribuir?"".",desarrollador27,2018-07-12T08:49:07Z
3896,2,0,https://github.com/apache/dubbo/commit/e8d85386bc7869d3a6e5b27c12ec7784c74bc2d6,Código de formato (#3756),Código de formato ( <pr_link> ),desarrollador332,2019-03-27T15:19:16Z
3897,2,0,https://github.com/apache/dubbo/commit/4c51b0d885d732793e0ca80d166c59eb7c49be0d,arreglar comentarios,arreglar comentarios,desarrolladorr3,2018-10-24T06:32:15Z
3903,2,0,https://github.com/apache/dubbo/commit/2c36be62d3ecd1d8fc6526cfffc83e7630110589,cambiar el nombre del archivo de registro de alibaba a acceso personalizado (#2057),cambiar el nombre del archivo de registro de alibaba a acceso personalizado (<pr_link>),desarrollador10,2018-07-10T03:43:16Z
3910,2,2,https://github.com/apache/dubbo/commit/4fbdc4ff7e628b1132ed8b3e87246a0825d7cba9,Se corrigió la caída aleatoria de ut en DubboMonitorTest (#3327),Se corrigió la caída aleatoria en <file_name> (<pr_link>),desarrollador81,2019-01-24T10:27:46Z
3917,2,3,https://github.com/apache/dubbo/commit/1e6800bea49698c6d27b0ab05a1ffb15edff634b,reintento separado de AbstractMetadataReport,reintento separado desde <nombre_archivo>,desarrollador20,2018-10-23T06:39:10Z
3969,2,3,https://github.com/apache/dubbo/commit/d3469fde5038c71b7a69e44735e708c06bc720c2,eliminar clase,eliminar clase,desarrollador20,2018-10-09T10:45:12Z
3970,2,0,https://github.com/apache/dubbo/commit/3747cc36fada387a52363fc7dfc97a4c6c2b2670,Eliminar elemento de configuración inútil en xsd,Eliminar elemento de configuración inútil en xsd,desarrolladorr3,2018-09-11T09:26:17Z
3971,2,0,https://github.com/apache/dubbo/commit/8cafcab65dbb86a83e9ae3e09aba601af462c47d,informe de cobertura de prueba combinada (#2643),combinar informe de cobertura de prueba ( <pr_link> ),desarrollador52,2018-10-15T01:30:01Z
3974,2,0,https://github.com/apache/dubbo/commit/fcdf9c8ce71c26e28d23066a33eb4116a73d7d5a,cambios de actualización para 2.7.1,actualizar cambios para <versión>,desarrollador10,2019-03-15T09:12:55Z
3976,2,3,https://github.com/apache/dubbo/commit/514fd4e647b804315a5afa1c14414103f2281e4b,Admite grupo de etiquetas estáticas en TagRouter,Admite grupo de etiquetas estáticas en <nombre_archivo>,desarrolladorr3,2018-09-11t08:17:04z
3984,2,0,https://github.com/apache/dubbo/commit/336ffd1db4a65fb77285674821e86e7b9274e944,agregar prueba unitaria,agregar prueba unitaria,desarrollador20,2018-09-29T07:09:12Z
3986,2,0,https://github.com/apache/dubbo/commit/d73831895bc8dc9e85d6818571d6fa17a27ba404,"Corrección #1641, soporte para obtener carga del sistema en Windows (#2631)","corrige <issue_link>, admite la carga del sistema en Windows (<pr_link>)",desarrollador50,2018-10-10T05:48:23Z
3990,2,2,https://github.com/apache/dubbo/commit/7edb71c06ee2208d0772331ad010b3147279d99d,Solucionar problema de compilación,Solucionar problema de compilación,desarrolladorr3,2018-09-10T06:35:53Z
3995,2,0,https://github.com/apache/dubbo/commit/6f86a8e71dc6925e35e7fcb0e6c18ca879b13494,agregar pruebas,agregar pruebas,desarrollador20,2018-09-20T09:39:15Z
4031,2,0,https://github.com/apache/dubbo/commit/6f70f03f35643910f1d214a180573bee511e3368,Eliminar clases ut duplicadas,Eliminar clases ut duplicadas,desarrolladorr3,2018-09-07T08:33:35Z
4050,2,2,https://github.com/apache/dubbo/commit/bcb6eeec1d978d6d572ebec875d34dc64aeb5121,arreglar el tipo de retorno (#3284),corregir el tipo de retorno (<pr_link>),desarrollador202,2019-01-21T03:15:02Z
4055,2,3,https://github.com/apache/dubbo/commit/01ce1b3bf4ae94ef594ed96716d60f746ce33ac2,Cambiar ConfigConditionRouter y TagRouter: alcance y reglas,Cambiar <file_name> y <file_name>: alcance y reglas,desarrolladorr3,2018-09-04T06:44:09Z
4059,2,3,https://github.com/apache/dubbo/commit/9f6b8c80e1f6ee012d05e41697ddd7415b98d53f,Desactive el perfil de lanzamiento de Maven.,Desactive el perfil de lanzamiento de Maven.,desarrollador27,2019-01-17T03:05:59Z
4068,2,0,https://github.com/apache/dubbo/commit/f770b7c59d8a80dd586cd415a20f6bff4f5a8f93,eliminar getContext() (#3235),eliminar <iden>() ( <pr_link> ),desarrollador10,2019-01-17T02:17:11Z
4074,2,0,https://github.com/apache/dubbo/commit/9758809b3ab9f78f076592a288ccc530c590fb6d,reformatear el estilo del código (#1948),reformatear el estilo del código ( <pr_link> ),desarrollador10,2018-06-15T07:41:38Z
4077,2,3,https://github.com/apache/dubbo/commit/0e133c59ef53c3a92030881045b23e460e93ad1f,Agregue el nombre del enrutador y solucione el error de la cadena del enrutador.,Agregue el nombre de <nombre_archivo> y solucione el error de <nombre_archivo>.,desarrolladorr3,2018-08-28T09:24:22Z
4080,2,0,https://github.com/apache/dubbo/commit/e24e568756a0dba75d565a16039635f0cd6759e5,Extraiga compareTo implica la interfaz del enrutador y el enrutador concreto solo es responsable de proporcionar prioridad. (#3240) <enter> <enter> hay algo esperando que lo discutamos: <enter> 1. ¿Cada implemento de ruta debe establecer una prioridad? <ingresar> 2.https://github.com/apache/incubator-dubbo/issues/3249,Extraiga <iden> impl a la interfaz <file_name> y el <file_name> concreto solo es responsable de proporcionar prioridad. ( <pr_link> ) <enter> hay algo esperando que lo discutamos: 1. ¿Cada implemento <iden> debe establecer una prioridad? 2. <enlace_problema>,desarrolladorr3,2019-01-16T11:18:14Z
4081,2,2,https://github.com/apache/dubbo/commit/692dbdf82ecc6f81ee0d15816276bf8184d0bd3f,Resolver conflictos de fusión manualmente,Resolver conflictos de fusión manualmente,desarrolladorr3,2018-08-27T04:36:20Z
4100,2,0,https://github.com/apache/dubbo/commit/624d3aea9c1f1f7759c71b00dd38a9bdb720cd8d,Configuración de protocolo de soporte para anotaciones de referencia (#1675),Configuración de protocolo de soporte para la anotación <file_name> ( <pr_link> ),desarrollador219,2018-06-11T05:59:38Z
4117,2,0,https://github.com/apache/dubbo/commit/e4ab9087531e2c97ea51e9e890c10d9c81fa9bc1,actualice la versión manualmente después de fusionar la versión 2.6.2,actualizar la versión manualmente después de fusionar <versión>,desarrolladorr3,2018-06-06T01:44:52Z
4134,2,0,https://github.com/apache/dubbo/commit/5a9ea9373084613b6da4bf34861b1b8a013274b5,Notas de la versión polaca en CHANGES.md,Notas de la versión polaca en CHANGES.md,desarrolladorr3,2018-05-15T06:08:19Z
4138,2,3,https://github.com/apache/dubbo/commit/938e52dad95af1286961374a1ae27c502b9a92f1,Agregar complemento de ensamblaje,Agregar complemento de ensamblaje,desarrolladorr3,2018-05-14T15:14:15Z
4143,2,3,https://github.com/apache/dubbo/commit/bb8e93ebceaaabe21806683277ca7824b81b9246,Pom de distribución polaco,Distribución polaca <nombre_archivo>,desarrolladorr3,2018-05-10T11:06:54Z
4155,2,3,https://github.com/apache/dubbo/commit/0d00ef25a230f0f252045fa700ec007fb4c52c6b,Versión correcta del pompón.,Versión correcta de <nombre_archivo>.,desarrollador27,2018-05-09t10:25:01z
